Chapter,Type,Word,Meaning,예문정리(영),예문정리(한),,
38,연관어,sticky,a.끈적한,sticky surface,끈적한 표면,,
9,표제어,stiff,"a.딱딱한, 뻣뻣한,경직된 ","a stiff chair
굽히지 않는 반대 a stiff opposition",딱딱한 의자,,
9,연관어,stiffen,v.뻣뻣하게 하다,to stiffen the body,몸을 뻣뻣하게 하다,,
9,연관어,stiffness,n.단단함 ,muscle stiffness,근육의 단단함,,
34,표제어,stimulate,"v.촉진시키다, 자극하다, 활성화하다","to stimulate growth
흥미를 자극하다 to stimulate interest
활동을 활성화하다 to stimulate activity",성장을 촉진하다,,
34,연관어,stimulation,n.자극,mental stimulation,정신적 자극,,
34,연관어,stimulus (pl.stimuli),n.자극,"a stimulus for change
외부 자극 external stimuli",변화를 위한 자극,,
3,표제어,stock,"n.재고,주식 v.보유하다 v.채우다, 비축하다","stock levels
주식 시장 stock market
상품을 보유하다 to stock goods
선반을 채우다 to stock shelves",재고 수준,,
44,표제어,store,"v.보관하다, 저장하다 n.가게
","to store food
정보를 저장하다 to store information",음식을 보관하다,,
44,연관어,storage,"n.저장, 보관",data storage,데이터 저장,,
48,표제어,straightforward,"a.간단한, 솔직한, 직접적인","a straightforward solution
솔직한 대답 a straightforward answer",간단한 해결책,,
48,연관어,straightforwardly,"ad.솔직하게, 직접적으로",a way of speaking straightforwardly,솔직하게 말하는 방식,,
8,표제어,straight,"a.직선의, 곧은 ad.곧장",a straight line,곧은 선,,
8,연관어,straighten,v.곧게 펴다,to straighten the back,허리를 곧게 펴다,,
27,표제어,strain,"n.부담, 압력  v.혹사하다",mental strain,정신적 부담,,
13,표제어,strategy,"n.전략, 계획, 방법",business strategy,경영 전략,,
13,연관어,strategic,a.전략적인,strategic plan,전략적 계획,,
27,표제어,stream,"n.하천, 흐름  v.줄줄 흐르다, 줄줄이 이어지다",a mountain stream,산속 하천,,
8,표제어,strengthen,v.강화하다,to strengthen defense,방어를 강화하다,,
8,연관어,strength,"n.힘, 강점 ,체력",muscle strength,근육의 힘,,
45,표제어,strict,"a.엄격한, 엄밀한",strict rules,엄격한 규칙,,
45,연관어,strictly,ad.엄격하게,to prohibit strictly,엄격하게 금지하다,,
37,표제어,strike,"v.치다,인상을 주다, 강타하다, 파업하다","to strike a bell
그에게 깊은 인상을 주다 to strike him deeply",종을 치다,,
37,연관어,striking,"a.놀라운, 주목할 만한",striking similarity,놀라운 유사성,,
37,연관어,strikingly,ad.놀랍게도,to succeed strikingly,놀랍게도 성공하다,,
35,표제어,strive,"v.노력하다, 애쓰다, 분투하다",to strive for success,성공을 위해 노력하다,,
29,표제어,stroke,"n.타격, 뇌졸중 v.쓰다듬다
","a powerful stroke 
뇌졸중 증상 stroke symptoms",강력한 타격,,
2,표제어,structure,"n.구조, 구성, 조직, 체계 v.구성하다, 구조화하다
",social structure,사회 구조,,
2,연관어,structural,a.구조적인,structural change,구조적 변화,,
43,표제어,struggle,"n.투쟁, 분투 v.분투하다, 싸우다, 애쓰다
",struggle for freedom,자유를 위한 투쟁,,
2,표제어,stubborn,a.고집 센,stubborn child,고집 센 아이,,
48,표제어,stuck,"a.갇힌, 꼼짝 못하는",to be stuck in an elevator,엘리베이터에 갇히다,,
7,표제어,stuff,"n.물건 v.채우다
",useless stuff,쓸모없는 물건,,
31,표제어,stun,"v.기절시키다, 놀라게 하다",to stun him,그를 놀라게 하다,,
31,연관어,stunning,a.굉장히 멋진,stunning scenery,굉장히 멋진 풍경,,
31,표제어,subconscious,a.잠재의식적인,subconscious desire,잠재의식적인 욕망,,
31,연관어,subconsciously,ad.잠재의식적으로,to remember subconsciously,잠재의식적으로 기억하다,,
45,표제어,subject,"n.주제, 과목, 대상, 피실험자 a.대상이 되는, 영향을 받기 쉬운
","the subject of a paper
세금 부과 대상 subject to tax",논문의 주제,,
45,연관어,subject to,…될[당할/걸릴] 수 있는,subject to legal penalties,법적 처벌을 당할 수 있는 상태,,
45,연관어,subjective,a.주관적인,subjective opinion,주관적인 의견,,
45,연관어,subjectivity,n.주관성,strong subjectivity,강한 주관성,,
45,연관어,be subject to ~,v.~의 대상이 되다,The plan is subject to change,그 계획은 변경될 수 있다,,
9,표제어,submit,"v.제출하다, 복종하다, 항복하다","to submit an application
상사에게 복종하다 to submit to a superior",신청서를 제출하다,,
9,연관어,submission,"n.제출, 출품작",assignment submission,과제 제출,,
42,표제어,subordinate,"a.종속적인, 부차적인  n.부하 직원 v.종속시키다","subordinate role
회사 부하 직원 a subordinate in the company",종속적인 역할,,
34,표제어,subscribe,"v.구독하다, 가입하다, (정기적으로)기부하다",to subscribe to a magazine,잡지를 구독하다,,
34,연관어,subscription,n.구독,a newspaper subscription,신문 구독,,
18,표제어,subsequent,"a.그 다음의, 차후의, 이어지는",subsequent step,그 다음 단계,,
18,연관어,subsequently,"ad.그 후에, 나중에",to arrive subsequently,그 후에 도착하다,,
26,표제어,subsidy,n.보조금,government subsidy,정부 보조금,,
29,표제어,substantial,"a.상당한, 실질적인",a substantial amount,상당한 양,,
29,연관어,substance,"n.물질, 본질, 실체",chemical substance,화학 물질,,
29,연관어,substantially,ad.상당히 ,to differ substantially,상당히 다르다,,
27,표제어,substitute,"v.대체하다, 대신하다 n.대체물, 대리인
",to substitute sugar,설탕을 대체하다,,
25,표제어,subtle,"a.미묘한, 감지하기 어려운",subtle difference,미묘한 차이,,
25,연관어,subtly,ad.미묘하게,to change subtly,미묘하게 바뀌다,,
28,표제어,suburb,"n.교외, 근교",the suburbs of Paris,파리 교외,,
28,연관어,suburban,a.교외의,the suburban area of London,교외 지역,,
22,표제어,succeed,"v.성공하다, 계승하다, 물려 받다 ","to succeed in business
왕위를 계승하다 to succeed to the throne",성공하다,,
22,연관어,success,"n.성공, 성과",a great success,성공적인 결과,,
22,연관어,successful,"a.성공한, 성공적인",a successful writer,성공한 작가,,
22,연관어,successfully,ad.성공적으로,to complete successfully,성공적으로 마치다,,
22,연관어,succession,n.연속,a succession of rainy days,비가 며칠간 연속으로 오다,,
22,연관어,successive,"a.연속적인, 연이은",successive failures,연이은 실패,,
22,연관어,successor,"n.후임자, 계승자",a successor of the company,회사의 후임자,,
12,표제어,abruptly,ad.갑자기,,,,
12,연관어,abrupt,"a.돌연한, 갑작스러운, 퉁명스러운",,,,
9,표제어,suffer,"v.시달리다, 고통받다",to suffer from illness,병에 시달리다,,
9,연관어,suffering,n.고통,severe suffering,심한 고통,,
22,표제어,sufficient,a.충분한,sufficient time,충분한 시간,,
22,연관어,sufficiency,n.충분함,proof of sufficiency,충분함의 증거,,
22,연관어,sufficiently,ad.충분히,to explain sufficiently,충분히 설명하다,,
12,표제어,suggest,"v.제안하다,암시하다,시사하다","to suggest a plan
불만을 암시하다 to suggest dissatisfaction",계획을 제안하다,,
12,연관어,suggestion,"n.제안, 암시",a good suggestion,좋은 제안,,
12,연관어,suggestive,"a.암시하는, 연상시키는",suggestive remark,암시적인 발언,,
5,표제어,suitable,"a.적합한, 알맞은",suitable candidate,적합한 후보,,
5,연관어,suit,"n.정장, 소송 v.어울리다, 맞다
",a black suit,검은 정장,,
9,표제어,sum,"n.총합, 액수",to calculate the sum,총합을 계산하다,,
34,표제어,summarize,v.요약하다,to summarize the report,보고서를 요약하다,,
17,표제어,summit,n.정상,a summit meeting,정상 회담,,
26,표제어,superb,a.뛰어난,superb performance,뛰어난 성과,,
25,표제어,superficial,"a.피상적인, 표면적인, 깊이 없는",superficial understanding,피상적인 이해,,
6,표제어,superior,"a.우월한, 우수한, 상위의",superior quality,우수한 품질,,
6,연관어,superiority,"n.우월, 우위, 우세 n.상급자
",technological superiority,기술적 우위,,
21,표제어,supernatural,"a.초자연적인, 불가사의한",supernatural being,초자연적 존재,,
27,표제어,superstitious,a.미신적인,superstitious belief,미신적인 믿음,,
27,연관어,superstition,n.미신,,,,
29,표제어,supervise,v.감독하다,to supervise work,작업을 감독하다,,
29,연관어,supervision,"n.관리, 감독",strict supervision,엄격한 감독,,
29,연관어,supervisor,"n.감독관, 상사",immediate supervisor,직속 상사,,
24,표제어,supplement,"v.보충하다, 보완하다 n.보충, 보완",to supplement vitamins,비타민을 보충하다,,
24,연관어,supplemental,a.보충의,supplemental class,보충 수업,,
14,표제어,supply,n.공급 v.공급하다,power supply,전력 공급,,
14,연관어,supplier,n.공급자,energy supplier,에너지 공급자,,
5,표제어,support,"n.지원, 지지 v.지지하다, 지원하다, 부양하다
",financial support,재정 지원,,
5,연관어,supporter,"n.지지자, 후원자",political supporter,정치적 지지자,,
5,연관어,supportive,"a.지원하는, 지지하는",supportive attitude,지지적인 태도,,
41,표제어,suppose,v.가정하다,to suppose he will succeed,그는 성공할 것이라고 가정하다,,
41,연관어,supposedly,"ad.아마도, 추정컨대","Supposedly, he is there.",아마도 그는 거기에 있다,,
41,연관어,be supposed + tov,v.하기로 되어 있다 ~해야 한다,He was supposed to leave tomorrow,그는 내일 떠날 예정이었다,,
7,표제어,suppress,"v.억압하다, 억제하다, 진압하다",to suppress a riot,폭동을 진압하다,,
32,표제어,surpass,"v.능가하다, 초과하다",to surpass expectations,기대를 능가하다,,
6,표제어,surplus,"n.과잉,잉여, 흑자",a trade surplus,무역 흑자,,
22,표제어,surrender,"v.항복하다, 넘겨주다 n.항복",to surrender to the enemy,적에게 항복하다,,
16,표제어,surround,v.둘러싸다,to surround him with a crowd,군중이 그를 둘러싸다,,
16,연관어,surrounding,a.주변의,surrounding area,주변 지역,,
16,연관어,surroundings,n.주변 환경,pleasant surroundings,쾌적한 주변 환경,,
9,표제어,survey,"n.조사, 설문",a market survey,시장 조사,,
17,표제어,survival,n.생존,survival skills,생존 기술,,
17,연관어,survive,"v.생존하다, 살아남다",to survive a disaster,재난에서 살아남다,,
17,연관어,survivor,n.생존자,an accident survivor,사고 생존자,,
45,표제어,susceptible,a.영향 받기 쉬운,susceptible child,영향 받기 쉬운 아이,,
40,표제어,suspect,"v.짐작하다, 의심하다 n.용의자",to suspect him of lying,그가 거짓말한다고 의심하다,,
21,표제어,suspend,"v.매달다, 중단하다, 미루다 ","to suspend a light
회의를 미루다 to suspend the meeting",전등을 매달다,,
21,연관어,suspense,n.긴장,a state of suspense,긴장 상태,,
21,연관어,suspension,"n.연기, 보류 ,정직, 정학",meeting suspension,회의 연기,,
11,표제어,suspicious,a.의심스러운,suspicious behavior,의심스러운 행동,,
11,연관어,suspicion,n.의심,under suspicion,의심을 받다,,
10,표제어,sustainable,"a.지속 가능한, 유지 가능한",sustainable development,지속 가능한 발전,,
10,연관어,unsustainable,a.지속 불가능한,unsustainable method,지속 불가능한 방식,,
10,연관어,sustain,"v.지속시키다, 유지하다, 지탱하다",to sustain peace,평화를 유지하다,,
10,연관어,sustainability,"n.지속 가능성, 유지 가능성",environmental sustainability,환경적 지속 가능성,,
10,연관어,sustainably,"ad.지속 가능하게, 환경을 해치지 않고",to live sustainably,지속 가능하게 살다,,
11,표제어,swallow,v.삼키다,to swallow food,음식을 삼키다,,
10,표제어,sweaty,a.땀에 젖은,sweaty hands,땀에 젖은 손,,
10,연관어,sweat,"n.땀 v.땀 흘리다
",to shed sweat,땀을 흘리다,,
7,표제어,sweep,"v.쓸다, 휩쓸다",to sweep the floor,바닥을 쓸다,swept-swept,
29,표제어,swift,"a.빠른, 신속한",a swift decision,빠른 결단,,
29,연관어,swiftly,"ad.신속히, 빨리",to move swiftly,빠르게 움직이다,,
47,표제어,switch,"n.전환 v.전환하다, 옮겨가다
",to switch on,스위치를 켜다,,
29,표제어,symbol,"n.상징, 기호",a symbol of peace,평화의 상징,,
29,연관어,symbolic,"a.상징적인, 상징하는",symbolic meaning,상징적 의미,,
29,연관어,symbolize,v.상징하다,to symbolize freedom,자유를 상징하다,,
8,표제어,sympathy,"n.공감,동정, 공감",deep sympathy,깊은 동정심,,
8,연관어,sympathize,"v.동정하다, 공감하다",to sympathize with him,그와 공감하다,,
7,표제어,symptom,n.증상,a medical symptom,증상,,
17,표제어,synthetic,"a.합성의, 인조의",synthetic fiber,합성 섬유,,
17,연관어,synthesize,"v.종합하다, 합성하다",to synthesize chemicals,합성하다,,
39,표제어,systematic,"a.체계적인, 조직적인",systematic approach,체계적인 접근,,
